Time 1;Time 2;Posse de bola T1;Posse de Bola T2;Contestada;Gols T1;Gols T2;Tentativas de Gol T1;Tentativas de Gol T2;Passes T1;Passes T2;Escanteios T1;Escanteios T2
ARGENTINA;FRANCE;46%;40%;14%;3;3;21;10;607;507;6;5
